the_geom,unique_id,site_name,on_year,manufac,model,type_tower,MW_turbine,total_ht,tower_h,blade_l,rotor_dia,rotor_s_a,lat_DD,long_DD,state,county,conf_attr,conf_loc,WENDI_name,EIA_name,FAA_jdate,FAA_AGL,FAA_ORS,image_name,image_year,comments
MULTIPOINT ((-103.39364989600011 40.99645318690005)),17655,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9965,-103.3936,CO,Logan,2,2,Unknown,Unknown,2007168,119,08-001337,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8059815760001 40.996561894500054)),17656,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.9966,-104.806,CO,Weld,2,2,Unknown,Ponnequin,2006078,89,08-000929,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.7973944560001 40.996509158400016)),17657,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.9965,-104.7974,CO,Weld,2,2,Unknown,Ponnequin,2001282,89,08-000940,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.4812645610001 40.9967291168)),17658,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9967,-103.4813,CO,Logan,2,2,Unknown,Unknown,2007294,119,08-001481,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3146699040001 40.997010686200014)),17659,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.997,-103.3147,CO,Logan,2,2,Unknown,Unknown,2007301,119,08-001523,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8046909640001 40.9973170895001)),17660,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.9973,-104.8047,CO,Weld,2,2,Unknown,Ponnequin,2001282,89,08-000928,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.7960971240001 40.9972561821)),17661,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.9973,-104.7961,CO,Weld,2,2,Unknown,Ponnequin,2001282,89,08-000933,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.29734712200012 40.99729873720001)),17662,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9973,-103.2973,CO,Logan,2,2,Unknown,Unknown,2007301,119,08-001525,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7964873510001 40.99739636190003)),17663,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9974,-102.7965,CO,Logan,2,2,Unknown,Unknown,2010083,127,08-020348,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3900484430001 40.99767283240009)),17664,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9977,-103.39,CO,Logan,2,2,Unknown,Unknown,2007168,119,08-001338,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.4770641290001 40.997968677600134)),17665,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.998,-103.4771,CO,Logan,2,2,Unknown,Unknown,2007294,119,08-001482,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3081691350001 40.9979809969001)),17666,Logan Wind Energy,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.998,-103.3082,CO,Logan,2,2,Unknown,Unknown,2007301,119,08-001524,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.79480262500013 40.99801170120004)),17667,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.998,-104.7948,CO,Weld,2,2,Unknown,Ponnequin,2001282,89,08-000932,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.80339001100012 40.99806294490006)),17668,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.9981,-104.8034,CO,Weld,2,2,Unknown,Ponnequin,2001282,89,08-000927,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.4636127120001 40.99807546650005)),17669,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9981,-103.4636,CO,Logan,2,2,Unknown,Unknown,2007294,119,08-001483,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3866698080001 40.9980946711001)),17670,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9981,-103.3867,CO,Logan,2,2,Unknown,Unknown,2007168,119,08-001339,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3827758050001 40.998272185600015)),17671,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9983,-103.3828,CO,Logan,2,2,Unknown,Unknown,2007168,119,08-001340,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.4580452640001 40.99840607710007)),17672,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9984,-103.458,CO,Logan,2,2,Unknown,Unknown,2007217,119,08-001378,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3789196910001 40.99852251540005)),17673,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9985,-103.3789,CO,Logan,2,2,Unknown,Unknown,2007168,119,08-001341,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7931722650001 40.998538075200074)),17674,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9985,-102.7932,CO,Logan,2,2,Unknown,Unknown,2010083,127,08-020347,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.9176009770001 40.998545205300005)),17675,Northeastern Colorado Wind Energy Center,2009,GE,1.5XLE,monopole,1.5,121.25,80,41.25,82.5,5345.61,40.9985,-102.9176,CO,Logan,2,2,Unknown,Unknown,2010057,121,08-020329,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3749737470001 40.99877618539998)),17676,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9988,-103.375,CO,Logan,2,2,Unknown,Unknown,2007168,119,08-001342,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.80209953400012 40.99881700380006)),17677,Ponnequin 3,2001,Vestas,V47,monopole,0.66,88.5,65,23.5,47,1734.94,40.9988,-104.8021,CO,Weld,2,2,Unknown,Ponnequin,2001282,89,08-000926,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.3711960670001 40.99892124080004)),17678,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.9989,-103.3712,CO,Logan,2,2,Unknown,Unknown,2007182,119,08-001343,Bing Maps Aerial,unknown,
MULTIPOINT ((-103.36716554000013 40.99895408430005)),17679,Peetz Wind,2007,GE,1.5SLE,monopole,1.5,118.5,80,38.5,77,4656.62,40.999,-103.3672,CO,Logan,2,2,Unknown,Unknown,2007182,119,08-001344,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7896224590001 40.99938807490005)),17680,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9994,-102.7896,CO,Logan,2,2,Unknown,Unknown,2010071,127,08-020335,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7816024820001 40.999822058800056)),17681,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9998,-102.7816,CO,Logan,2,2,Unknown,Unknown,2010071,127,08-020340,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7857233290001 40.999834014600076)),17682,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,40.9998,-102.7857,CO,Logan,2,2,Unknown,Unknown,2010068,127,08-020338,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.9225829670001 40.99989324590006)),17683,Northeastern Colorado Wind Energy Center,2009,GE,1.5XLE,monopole,1.5,121.25,80,41.25,82.5,5345.61,40.9999,-102.9226,CO,Logan,2,2,Unknown,Unknown,2010057,121,08-020330,Bing Maps Aerial,unknown,
MULTIPOINT ((-102.7781760370001 41.00078945430011)),17684,Northeastern Colorado Wind Energy Center,2009,Siemens,SWT2.3_93,monopole,2.3,126.5,80,45,93,6792.9,41.0008,-102.7782,CO,Logan,2,2,Unknown,Unknown,2010068,127,08-020343,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8366819270001 40.98906994150003)),17685,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9891,-104.8367,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8353291050001 40.98986317029999)),17686,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9899,-104.8353,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8339974790001 40.99065878899995)),17687,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9907,-104.834,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8326530060001 40.99144595520005)),17688,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9914,-104.8327,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8313006550001 40.99224100240009)),17689,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9922,-104.8313,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8299552620001 40.99302993629999)),17690,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.993,-104.83,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8286024190001 40.99382151490007)),17691,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9938,-104.8286,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8272923080001 40.99459096290001)),17692,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9946,-104.8273,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8259834900001 40.99536055070008)),17693,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9954,-104.826,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8246759540001 40.99613152550001)),17694,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9961,-104.8247,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.82336118600011 40.9969051303)),17695,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9969,-104.8234,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8220556700001 40.997670565700055)),17696,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9977,-104.8221,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8207090400001 40.99845378170003)),17697,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9985,-104.8207,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.83133616300013 40.98703302920005)),17698,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.987,-104.8313,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8299976850001 40.987834857799974)),17699,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9878,-104.83,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.82865655200011 40.98863867210005)),17700,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9886,-104.8287,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8273221140001 40.98943251350004)),17701,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9894,-104.8273,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8259870180001 40.99023135360005)),17702,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9902,-104.826,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8246661840001 40.99103346760003)),17703,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.991,-104.8247,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8233322910001 40.99183498170006)),17704,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9918,-104.8233,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8219957910001 40.99263625340013)),17705,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9926,-104.822,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8206538720001 40.99343251630008)),17706,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9934,-104.8207,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.81949054100009 40.99437842280004)),17707,Ponnequin 1 and 2,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9944,-104.8195,CO,Weld,2,2,Ponnequin - Phase I and II,Unknown,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8180802820001 40.995094452999986)),17708,Ponnequin 3,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9951,-104.8181,CO,Weld,2,2,Unknown,Ponnequin,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8166597560001 40.9958119256)),17709,Ponnequin 3,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9958,-104.8167,CO,Weld,2,2,Unknown,Ponnequin,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8152476520001 40.99652879690001)),17710,Ponnequin 3,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9965,-104.8152,CO,Weld,2,2,Unknown,Ponnequin,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8138274410001 40.997241083900064)),17711,Ponnequin 3,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9972,-104.8138,CO,Weld,2,2,Unknown,Ponnequin,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.81241472000012 40.99795236770002)),17712,Ponnequin 3,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.998,-104.8124,CO,Weld,2,2,Unknown,Ponnequin,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.8109915420001 40.99866995470015)),17713,Ponnequin 3,1999,NEG Micon,NM48_750,monopole,0.75,79,55,24,48,1809.56,40.9987,-104.811,CO,Weld,2,2,Unknown,Ponnequin,-99999,-99999,unknown,Bing Maps Aerial,unknown,
MULTIPOINT ((-104.4512027780001 37.76293055560001)),17714,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7629,-104.4512,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021066,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.45303333300012 37.76525277780003)),17715,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7653,-104.453,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021065,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4553777780001 37.767222222200076)),17716,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7672,-104.4554,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021064,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.45591944400012 37.77284444439997)),17717,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7728,-104.4559,CO,Huerfano,1,0,Unknown,Unknown,2012249,130,08-021061,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4587027780001 37.77440833330003)),17718,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7744,-104.4587,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021050,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.46133611100011 37.77614722219999)),17719,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7761,-104.4613,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021049,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.47081111100012 37.776447222200055)),17720,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7764,-104.4708,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021048,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4735250000001 37.779577777800036)),17721,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7796,-104.4735,CO,Huerfano,1,0,Unknown,Unknown,2012248,130,08-021047,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.47595833300011 37.782433333300105)),17722,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7824,-104.476,CO,Huerfano,1,0,Unknown,Unknown,2012247,130,08-021046,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4782777780001 37.78511388890006)),17723,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7851,-104.4783,CO,Huerfano,1,0,Unknown,Unknown,2012247,130,08-021045,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4805611110001 37.7877638889)),17724,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7878,-104.4806,CO,Huerfano,1,0,Unknown,Unknown,2012246,130,08-021044,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-104.4805611110001 37.791386111100024)),17725,Busch Ranch Wind,2012,Vestas,V100_1.8,monopole,1.8,130,80,49,100,7853.97,37.7914,-104.4806,CO,Huerfano,1,0,Unknown,Unknown,2012246,130,08-021043,Bing Maps Aerial,unknown,Uncertain of turbine model
MULTIPOINT ((-103.5703027780001 39.2914833333)),17726,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.2915,-103.5703,CO,Lincoln,2,2,unknown,unknown,2012340,130,08-021210,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5746277780001 39.29209722220007)),17727,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.2921,-103.5746,CO,Lincoln,2,2,unknown,unknown,2012341,130,08-021209,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5793833330001 39.294227777799954)),17728,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.2942,-103.5794,CO,Lincoln,2,2,unknown,unknown,2012341,130,08-021208,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6053777780001 39.318950000000086)),17729,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.319,-103.6054,CO,Lincoln,2,2,unknown,unknown,2012340,130,08-021207,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.61375277800013 39.323097222200126)),17730,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3231,-103.6138,CO,Lincoln,2,2,unknown,unknown,2012339,130,08-021202,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.61228333300012 39.328169444400004)),17731,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3282,-103.6123,CO,Lincoln,2,2,unknown,unknown,2012339,130,08-021203,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5871138890001 39.32856944440005)),17732,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3286,-103.5871,CO,Lincoln,2,2,unknown,unknown,2012339,130,08-021206,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5970583330001 39.32896944439999)),17733,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.329,-103.5971,CO,Lincoln,2,2,unknown,unknown,2012339,130,08-021204,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.59204722200013 39.32954722220007)),17734,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3295,-103.592,CO,Lincoln,2,2,unknown,unknown,2012339,130,08-021205,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6194166670001 39.33483055559999)),17735,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3348,-103.6194,CO,Lincoln,2,2,unknown,unknown,2012256,130,08-021086,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.60687777800011 39.33525833330009)),17736,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3353,-103.6069,CO,Lincoln,2,2,unknown,unknown,2012303,130,08-021122,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6280944440001 39.33577777780003)),17737,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3358,-103.6281,CO,Lincoln,2,2,unknown,unknown,2012256,130,08-021084,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.62471944400009 39.336541666699986)),17738,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3365,-103.6247,CO,Lincoln,2,2,unknown,unknown,2012256,130,08-021085,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6119805560001 39.33654444440001)),17739,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3365,-103.612,CO,Lincoln,2,2,unknown,unknown,2012256,130,08-021088,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6166194440001 39.33720277780003)),17740,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3372,-103.6166,CO,Lincoln,2,2,unknown,unknown,2012255,130,08-021087,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5815472220001 39.33871944440003)),17741,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3387,-103.5815,CO,Lincoln,2,2,unknown,unknown,2012304,130,08-021126,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6350750000001 39.33922499999993)),17742,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3392,-103.6351,CO,Lincoln,2,2,unknown,unknown,2012255,130,08-021083,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.6004416670001 39.34029166670002)),17743,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3403,-103.6004,CO,Lincoln,2,2,unknown,unknown,2012303,130,08-021123,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5875694440001 39.3404055555999)),17744,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3404,-103.5876,CO,Lincoln,2,2,unknown,unknown,2012304,130,08-021125,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5801361110001 39.341900000000045)),17745,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3419,-103.5801,CO,Lincoln,2,2,unknown,unknown,2012305,130,08-021127,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5931361110001 39.34240000000003)),17746,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3424,-103.5931,CO,Lincoln,2,2,unknown,unknown,2012303,130,08-021124,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5760222220001 39.34281388890001)),17747,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3428,-103.576,CO,Lincoln,2,2,unknown,unknown,2012305,130,08-021128,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5451027780001 39.34419722220002)),17748,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3442,-103.5451,CO,Lincoln,2,2,unknown,unknown,2012333,130,08-021184,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5712527780001 39.34626111110003)),17749,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3463,-103.5713,CO,Lincoln,2,2,unknown,unknown,2012305,130,08-021129,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5423777780001 39.34691944440004)),17750,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3469,-103.5424,CO,Lincoln,2,2,unknown,unknown,2012333,130,08-021185,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.4950305560001 39.34810277780012)),17751,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3481,-103.495,CO,Lincoln,2,2,unknown,unknown,2012334,130,08-021194,NAIP,2013,model based off some publications and AGL information
MULTIPOINT ((-103.5684805560001 39.348452777800034)),17752,Limon Wind,2012,GE,1.6_100,monopole,1.6,130,80,50,100,7853.97,39.3485,-103.5685,CO,Lincoln,2,2,unknown,unknown,2012307,130,08-021130,NAIP,2013,model based off some publications and AGL information
